INITCAP,ACTCAP,WL_CAP,TERM,num_gradute,num_admited,Crse,Subj,CRN
50,30,0,Summer,161,450,6035,CS,39081
100,103,3,Summer,196,584,6035,CS,39081
150,150,0,Summer,139,635,6035,CS,39081
200,171,0,Summer,179,698,6035,CS,39081
300,286,0,Summer,157,679,6035,CS,39081
50,36,0,Summer,137,660,6035,CS,39081
100,115,15,Summer,118,419,6035,CS,39081
150,130,0,Summer,170,288,6035,CS,39081
200,175,0,Summer,130,662,6035,CS,39081
300,287,0,Summer,109,618,6035,CS,39081
50,60,10,Summer,158,454,6035,CS,39081
100,92,0,Summer,147,261,6035,CS,39081
150,159,9,Summer,126,524,6035,CS,39081
200,184,0,Summer,166,364,6035,CS,39081
300,286,0,Summer,148,651,6035,CS,39081
50,36,0,Summer,183,265,6035,CS,39081
100,83,0,Summer,129,411,6035,CS,39081
150,139,0,Summer,115,357,6035,CS,39081
200,200,0,Summer,133,582,6035,CS,39081
300,293,0,Summer,149,396,6035,CS,39081
50,61,11,Summer,153,299,6035,CS,39081
100,102,2,Summer,164,337,6035,CS,39081
150,116,0,Summer,113,390,6035,CS,39081
200,209,9,Summer,121,566,6035,CS,39081
300,290,0,Summer,132,492,6035,CS,39081
50,56,6,Summer,127,698,6035,CS,39081
100,105,5,Summer,131,569,6035,CS,39081
150,156,6,Summer,105,376,6035,CS,39081
200,197,0,Summer,148,682,6035,CS,39081
300,300,0,Summer,103,698,6035,CS,39081
50,52,2,Summer,121,414,6035,CS,39081
100,112,12,Summer,182,479,6035,CS,39081
150,167,17,Summer,192,635,6035,CS,39081
200,168,0,Summer,168,593,6035,CS,39081
300,285,0,Summer,136,534,6035,CS,39081
50,53,3,Summer,123,592,6035,CS,39081
100,72,0,Summer,112,601,6035,CS,39081
150,113,0,Summer,151,369,6035,CS,39081
200,219,19,Summer,120,304,6035,CS,39081
300,309,9,Summer,103,336,6035,CS,39081
50,22,0,Summer,171,507,6035,CS,39081
100,87,0,Summer,131,312,6035,CS,39081
150,129,0,Summer,185,682,6035,CS,39081
200,170,0,Summer,108,491,6035,CS,39081
300,298,0,Summer,115,690,6035,CS,39081
50,27,0,Summer,170,698,6035,CS,39081
100,78,0,Summer,121,363,6035,CS,39081
150,117,0,Summer,190,607,6035,CS,39081
200,164,0,Summer,144,514,6035,CS,39081
300,296,0,Summer,141,332,6035,CS,39081
50,58,8,Summer,112,344,6035,CS,39081
100,80,0,Summer,147,634,6035,CS,39081
150,129,0,Summer,108,619,6035,CS,39081
200,166,0,Summer,133,338,6035,CS,39081
300,270,0,Summer,149,600,6035,CS,39081
50,62,12,Summer,103,266,6035,CS,39081
100,119,19,Summer,166,395,6035,CS,39081
150,131,0,Summer,111,668,6035,CS,39081
200,183,0,Summer,152,413,6035,CS,39081
300,297,0,Summer,174,638,6035,CS,39081
50,40,0,Summer,114,346,6035,CS,39081
100,100,0,Summer,149,460,6035,CS,39081
150,124,0,Summer,169,284,6035,CS,39081
200,205,5,Summer,178,699,6035,CS,39081
300,310,10,Summer,151,283,6035,CS,39081
50,28,0,Summer,180,465,6035,CS,39081
100,63,0,Summer,130,304,6035,CS,39081
150,110,0,Summer,144,332,6035,CS,39081
200,193,0,Summer,179,594,6035,CS,39081
300,316,16,Summer,149,428,6035,CS,39081
50,49,0,Summer,142,388,6035,CS,39081
100,79,0,Summer,182,549,6035,CS,39081
150,131,0,Summer,158,611,6035,CS,39081
200,185,0,Summer,183,492,6035,CS,39081
300,277,0,Summer,199,320,6035,CS,39081
50,60,10,Summer,161,432,6035,CS,39081
100,64,0,Summer,140,385,6035,CS,39081
150,169,19,Summer,169,682,6035,CS,39081
200,192,0,Summer,189,445,6035,CS,39081
300,291,0,Summer,118,664,6035,CS,39081
50,40,0,Summer,143,644,6035,CS,39081
100,117,17,Summer,196,630,6035,CS,39081
150,167,17,Summer,186,265,6035,CS,39081
200,174,0,Summer,128,558,6035,CS,39081
300,300,0,Summer,142,608,6035,CS,39081
50,26,0,Summer,155,371,6035,CS,39081
100,66,0,Summer,108,453,6035,CS,39081
150,167,17,Summer,106,287,6035,CS,39081
200,179,0,Summer,165,449,6035,CS,39081
300,287,0,Summer,124,595,6035,CS,39081
50,57,7,Summer,146,507,6035,CS,39081
100,71,0,Summer,177,659,6035,CS,39081
150,111,0,Summer,176,622,6035,CS,39081
200,160,0,Summer,171,585,6035,CS,39081
300,273,0,Summer,116,505,6035,CS,39081
50,10,0,Summer,143,352,6035,CS,39081
100,83,0,Summer,115,578,6035,CS,39081
150,110,0,Summer,150,582,6035,CS,39081
200,200,0,Summer,136,625,6035,CS,39081
300,299,0,Summer,165,684,6035,CS,39081
50,62,12,Summer,177,472,6035,CS,39081
100,89,0,Summer,194,466,6035,CS,39081
150,164,14,Summer,174,690,6035,CS,39081
200,160,0,Summer,179,373,6035,CS,39081
300,300,0,Summer,110,458,6035,CS,39081
50,54,4,Summer,159,333,6035,CS,39081
100,67,0,Summer,181,362,6035,CS,39081
150,131,0,Summer,148,310,6035,CS,39081
200,211,11,Summer,170,272,6035,CS,39081
300,264,0,Summer,116,582,6035,CS,39081
50,66,16,Summer,149,260,6035,CS,39081
100,80,0,Summer,170,499,6035,CS,39081
150,151,1,Summer,188,474,6035,CS,39081
200,164,0,Summer,117,607,6035,CS,39081
300,308,8,Summer,123,546,6035,CS,39081
50,23,0,Summer,179,377,6035,CS,39081
100,114,14,Summer,140,313,6035,CS,39081
150,159,9,Summer,164,289,6035,CS,39081
200,183,0,Summer,154,514,6035,CS,39081
300,271,0,Summer,173,326,6035,CS,39081
50,37,0,Summer,159,349,6035,CS,39081
100,113,13,Summer,100,614,6035,CS,39081
150,165,15,Summer,151,489,6035,CS,39081
200,198,0,Summer,192,281,6035,CS,39081
300,266,0,Summer,152,481,6035,CS,39081
50,17,0,Summer,150,296,6035,CS,39081
100,89,0,Summer,194,649,6035,CS,39081
150,110,0,Summer,135,605,6035,CS,39081
200,197,0,Summer,118,666,6035,CS,39081
300,275,0,Summer,150,622,6035,CS,39081
50,67,17,Summer,159,647,6035,CS,39081
100,112,12,Summer,163,697,6035,CS,39081
150,158,8,Summer,121,332,6035,CS,39081
200,179,0,Summer,193,439,6035,CS,39081
300,280,0,Summer,155,571,6035,CS,39081
50,68,18,Summer,156,270,6035,CS,39081
100,114,14,Summer,191,568,6035,CS,39081
150,170,20,Summer,181,537,6035,CS,39081
200,166,0,Summer,100,604,6035,CS,39081
300,282,0,Summer,189,418,6035,CS,39081
50,57,7,Summer,185,638,6035,CS,39081
100,96,0,Summer,166,564,6035,CS,39081
150,117,0,Summer,108,539,6035,CS,39081
200,186,0,Summer,158,457,6035,CS,39081
300,317,17,Summer,146,273,6035,CS,39081
50,22,0,Summer,183,619,6035,CS,39081
100,110,10,Summer,177,632,6035,CS,39081
150,132,0,Summer,117,587,6035,CS,39081
200,220,20,Summer,199,399,6035,CS,39081
300,297,0,Summer,183,551,6035,CS,39081
50,32,0,Summer,146,314,6035,CS,39081
100,87,0,Summer,141,385,6035,CS,39081
150,165,15,Summer,148,324,6035,CS,39081
200,191,0,Summer,196,578,6035,CS,39081
300,262,0,Summer,112,254,6035,CS,39081
50,22,0,Summer,110,514,6035,CS,39081
100,110,10,Summer,192,568,6035,CS,39081
150,156,6,Summer,193,379,6035,CS,39081
200,180,0,Summer,169,509,6035,CS,39081
300,305,5,Summer,199,524,6035,CS,39081
50,48,0,Summer,163,558,6035,CS,39081
100,108,8,Summer,136,358,6035,CS,39081
150,126,0,Summer,191,349,6035,CS,39081
200,191,0,Summer,194,532,6035,CS,39081
300,273,0,Summer,190,519,6035,CS,39081
50,36,0,Summer,126,500,6035,CS,39081
100,87,0,Summer,184,508,6035,CS,39081
150,133,0,Summer,192,492,6035,CS,39081
200,195,0,Summer,127,278,6035,CS,39081
300,276,0,Summer,154,570,6035,CS,39081
50,31,0,Summer,171,452,6035,CS,39081
100,63,0,Summer,138,493,6035,CS,39081
150,161,11,Summer,129,322,6035,CS,39081
200,163,0,Summer,188,353,6035,CS,39081
300,275,0,Summer,182,697,6035,CS,39081
50,69,19,Summer,157,297,6035,CS,39081
100,101,1,Summer,143,498,6035,CS,39081
150,111,0,Summer,136,366,6035,CS,39081
200,169,0,Summer,147,657,6035,CS,39081
300,285,0,Summer,136,498,6035,CS,39081
50,40,0,Summer,155,396,6035,CS,39081
100,111,11,Summer,164,260,6035,CS,39081
150,160,10,Summer,182,275,6035,CS,39081
200,175,0,Summer,197,358,6035,CS,39081
300,267,0,Summer,170,312,6035,CS,39081
50,60,10,Summer,185,278,6035,CS,39081
100,113,13,Summer,167,657,6035,CS,39081
150,146,0,Summer,196,665,6035,CS,39081
200,219,19,Summer,147,577,6035,CS,39081
300,305,5,Summer,177,581,6035,CS,39081
50,10,0,Summer,100,456,6035,CS,39081
100,89,0,Summer,112,570,6035,CS,39081
150,116,0,Summer,184,642,6035,CS,39081
200,183,0,Summer,101,368,6035,CS,39081
300,304,4,Summer,144,363,6035,CS,39081
50,41,0,Summer,114,602,6035,CS,39081
100,101,1,Summer,170,513,6035,CS,39081
150,169,19,Summer,179,548,6035,CS,39081
200,210,10,Summer,143,352,6035,CS,39081
300,291,0,Summer,124,669,6035,CS,39081
50,45,0,Summer,130,348,6035,CS,39081
100,66,0,Summer,181,411,6035,CS,39081
150,146,0,Summer,196,435,6035,CS,39081
200,182,0,Summer,116,698,6035,CS,39081
300,307,7,Summer,133,574,6035,CS,39081
50,64,14,Summer,160,529,6035,CS,39081
100,112,12,Summer,162,351,6035,CS,39081
150,123,0,Summer,165,263,6035,CS,39081
200,165,0,Summer,125,417,6035,CS,39081
300,299,0,Summer,147,564,6035,CS,39081
50,13,0,Summer,165,634,6035,CS,39081
100,75,0,Summer,163,330,6035,CS,39081
150,122,0,Summer,190,405,6035,CS,39081
200,218,18,Summer,114,365,6035,CS,39081
300,287,0,Summer,141,494,6035,CS,39081
50,16,0,Summer,141,554,6035,CS,39081
100,77,0,Summer,124,389,6035,CS,39081
150,162,12,Summer,127,437,6035,CS,39081
200,181,0,Summer,158,547,6035,CS,39081
300,266,0,Summer,133,531,6035,CS,39081
50,56,6,Summer,181,477,6035,CS,39081
100,106,6,Summer,132,636,6035,CS,39081
150,142,0,Summer,161,500,6035,CS,39081
200,213,13,Summer,146,634,6035,CS,39081
300,307,7,Summer,113,582,6035,CS,39081
50,38,0,Summer,132,673,6035,CS,39081
100,74,0,Summer,182,381,6035,CS,39081
150,126,0,Summer,161,391,6035,CS,39081
200,220,20,Summer,194,445,6035,CS,39081
300,291,0,Summer,106,601,6035,CS,39081
50,37,0,Summer,122,409,6035,CS,39081
100,111,11,Summer,135,358,6035,CS,39081
150,128,0,Summer,152,593,6035,CS,39081
200,178,0,Summer,143,632,6035,CS,39081
300,267,0,Summer,194,267,6035,CS,39081
50,32,0,Summer,105,332,6035,CS,39081
100,84,0,Summer,140,493,6035,CS,39081
150,129,0,Summer,130,644,6035,CS,39081
200,194,0,Summer,166,290,6035,CS,39081
300,280,0,Summer,103,615,6035,CS,39081
50,24,0,Summer,120,411,6035,CS,39081
100,97,0,Summer,192,364,6035,CS,39081
150,164,14,Summer,154,686,6035,CS,39081
200,213,13,Summer,109,621,6035,CS,39081
300,262,0,Summer,155,616,6035,CS,39081
50,43,0,Summer,155,624,6035,CS,39081
100,62,0,Summer,183,465,6035,CS,39081
150,161,11,Summer,171,261,6035,CS,39081
200,203,3,Summer,137,336,6035,CS,39081
300,290,0,Summer,102,301,6035,CS,39081
50,65,15,Summer,151,394,6035,CS,39081
100,109,9,Summer,199,659,6035,CS,39081
150,124,0,Summer,142,560,6035,CS,39081
200,218,18,Summer,122,399,6035,CS,39081
300,292,0,Summer,183,511,6035,CS,39081
50,56,6,Summer,128,428,6035,CS,39081
100,71,0,Summer,192,655,6035,CS,39081
150,165,15,Summer,175,332,6035,CS,39081
200,182,0,Summer,193,511,6035,CS,39081
300,290,0,Summer,197,592,6035,CS,39081
50,26,0,Summer,151,495,6035,CS,39081
100,64,0,Summer,154,262,6035,CS,39081
150,166,16,Summer,170,298,6035,CS,39081
200,216,16,Summer,133,405,6035,CS,39081
300,286,0,Summer,112,690,6035,CS,39081
50,66,16,Summer,183,302,6035,CS,39081
100,105,5,Summer,198,255,6035,CS,39081
150,145,0,Summer,147,547,6035,CS,39081
200,209,9,Summer,186,298,6035,CS,39081
300,275,0,Summer,187,459,6035,CS,39081
50,15,0,Summer,148,574,6035,CS,39081
100,120,20,Summer,122,311,6035,CS,39081
150,124,0,Summer,189,450,6035,CS,39081
200,219,19,Summer,156,617,6035,CS,39081
300,297,0,Summer,182,699,6035,CS,39081
50,50,0,Summer,109,334,6035,CS,39081
100,74,0,Summer,120,397,6035,CS,39081
150,153,3,Summer,118,431,6035,CS,39081
200,181,0,Summer,132,588,6035,CS,39081
300,320,20,Summer,145,476,6035,CS,39081
50,39,0,Summer,142,681,6035,CS,39081
100,110,10,Summer,142,452,6035,CS,39081
150,126,0,Summer,178,428,6035,CS,39081
200,186,0,Summer,123,403,6035,CS,39081
300,307,7,Summer,176,551,6035,CS,39081
50,59,9,Summer,135,385,6035,CS,39081
100,61,0,Summer,173,643,6035,CS,39081
150,156,6,Summer,166,392,6035,CS,39081
200,188,0,Summer,172,581,6035,CS,39081
300,307,7,Summer,171,593,6035,CS,39081
50,35,0,Summer,138,383,6035,CS,39081
100,96,0,Summer,134,536,6035,CS,39081
150,129,0,Summer,141,306,6035,CS,39081
200,189,0,Summer,147,681,6035,CS,39081
300,271,0,Summer,153,530,6035,CS,39081
50,18,0,Summer,115,530,6035,CS,39081
100,96,0,Summer,121,568,6035,CS,39081
150,144,0,Summer,145,653,6035,CS,39081
200,184,0,Summer,156,670,6035,CS,39081
300,301,1,Summer,116,359,6035,CS,39081
50,41,0,Summer,125,305,6035,CS,39081
100,97,0,Summer,107,421,6035,CS,39081
150,132,0,Summer,174,631,6035,CS,39081
200,179,0,Summer,142,509,6035,CS,39081
300,315,15,Summer,139,452,6035,CS,39081
50,23,0,Summer,186,557,6035,CS,39081
100,113,13,Summer,156,585,6035,CS,39081
150,162,12,Summer,196,433,6035,CS,39081
200,214,14,Summer,154,288,6035,CS,39081
300,282,0,Summer,168,601,6035,CS,39081
50,49,0,Summer,146,427,6035,CS,39081
100,112,12,Summer,105,424,6035,CS,39081
150,169,19,Summer,124,395,6035,CS,39081
200,206,6,Summer,110,398,6035,CS,39081
300,309,9,Summer,101,415,6035,CS,39081
50,17,0,Summer,107,354,6035,CS,39081
100,113,13,Summer,118,426,6035,CS,39081
150,121,0,Summer,148,346,6035,CS,39081
200,212,12,Summer,140,399,6035,CS,39081
300,289,0,Summer,111,498,6035,CS,39081
50,18,0,Summer,153,688,6035,CS,39081
100,68,0,Summer,102,602,6035,CS,39081
150,113,0,Summer,128,319,6035,CS,39081
200,208,8,Summer,165,387,6035,CS,39081
300,310,10,Summer,152,621,6035,CS,39081
50,17,0,Summer,122,550,6035,CS,39081
100,110,10,Summer,180,419,6035,CS,39081
150,154,4,Summer,127,412,6035,CS,39081
200,196,0,Summer,182,290,6035,CS,39081
300,300,0,Summer,152,550,6035,CS,39081
50,31,0,Summer,108,633,6035,CS,39081
100,115,15,Summer,176,442,6035,CS,39081
150,164,14,Summer,180,330,6035,CS,39081
200,216,16,Summer,195,438,6035,CS,39081
300,283,0,Summer,116,419,6035,CS,39081
50,21,0,Summer,101,570,6035,CS,39081
100,115,15,Summer,124,360,6035,CS,39081
150,160,10,Summer,125,481,6035,CS,39081
200,167,0,Summer,185,651,6035,CS,39081
300,317,17,Summer,108,634,6035,CS,39081
50,62,12,Summer,148,271,6035,CS,39081
100,70,0,Summer,114,643,6035,CS,39081
150,163,13,Summer,194,637,6035,CS,39081
200,166,0,Summer,121,314,6035,CS,39081
300,264,0,Summer,135,359,6035,CS,39081
50,21,0,Summer,100,625,6035,CS,39081
100,88,0,Summer,101,610,6035,CS,39081
150,149,0,Summer,133,304,6035,CS,39081
200,182,0,Summer,121,676,6035,CS,39081
300,267,0,Summer,122,533,6035,CS,39081
50,49,0,Summer,159,586,6035,CS,39081
100,66,0,Summer,153,527,6035,CS,39081
150,130,0,Summer,164,321,6035,CS,39081
200,184,0,Summer,141,251,6035,CS,39081
300,268,0,Summer,137,472,6035,CS,39081
50,36,0,Summer,162,283,6035,CS,39081
100,111,11,Summer,181,672,6035,CS,39081
150,152,2,Summer,136,617,6035,CS,39081
200,193,0,Summer,143,576,6035,CS,39081
300,313,13,Summer,149,315,6035,CS,39081
50,19,0,Summer,161,510,6035,CS,39081
100,115,15,Summer,157,285,6035,CS,39081
150,147,0,Summer,179,307,6035,CS,39081
200,219,19,Summer,186,365,6035,CS,39081
300,295,0,Summer,126,655,6035,CS,39081
50,13,0,Summer,149,653,6035,CS,39081
100,72,0,Summer,101,270,6035,CS,39081
150,126,0,Summer,130,692,6035,CS,39081
200,173,0,Summer,139,447,6035,CS,39081
300,263,0,Summer,159,376,6035,CS,39081
50,34,0,Summer,139,402,6035,CS,39081
100,93,0,Summer,117,340,6035,CS,39081
150,134,0,Summer,184,350,6035,CS,39081
200,217,17,Summer,183,492,6035,CS,39081
300,306,6,Summer,189,295,6035,CS,39081
50,29,0,Summer,166,422,6035,CS,39081
100,119,19,Summer,194,687,6035,CS,39081
150,132,0,Summer,191,647,6035,CS,39081
200,173,0,Summer,143,415,6035,CS,39081
300,271,0,Summer,186,286,6035,CS,39081
50,40,0,Summer,194,338,6035,CS,39081
100,65,0,Summer,103,699,6035,CS,39081
150,164,14,Summer,179,563,6035,CS,39081
200,178,0,Summer,119,439,6035,CS,39081
300,290,0,Summer,177,313,6035,CS,39081
50,30,0,Summer,196,310,6035,CS,39081
100,93,0,Summer,196,566,6035,CS,39081
150,140,0,Summer,154,636,6035,CS,39081
200,203,3,Summer,136,272,6035,CS,39081
300,313,13,Summer,131,368,6035,CS,39081
50,21,0,Summer,110,421,6035,CS,39081
100,65,0,Summer,147,673,6035,CS,39081
150,150,0,Summer,158,529,6035,CS,39081
200,179,0,Summer,149,676,6035,CS,39081
300,284,0,Summer,139,692,6035,CS,39081
50,18,0,Summer,177,309,6035,CS,39081
100,76,0,Summer,161,499,6035,CS,39081
150,140,0,Summer,130,400,6035,CS,39081
200,181,0,Summer,175,697,6035,CS,39081
300,271,0,Summer,133,680,6035,CS,39081
50,30,0,Summer,162,625,6035,CS,39081
100,101,1,Summer,134,656,6035,CS,39081
150,121,0,Summer,178,315,6035,CS,39081
200,185,0,Summer,135,384,6035,CS,39081
300,315,15,Summer,163,624,6035,CS,39081
50,50,0,Summer,155,648,6035,CS,39081
100,73,0,Summer,194,452,6035,CS,39081
150,142,0,Summer,113,682,6035,CS,39081
200,215,15,Summer,129,675,6035,CS,39081
300,303,3,Summer,162,257,6035,CS,39081
50,66,16,Summer,142,316,6035,CS,39081
100,77,0,Summer,109,445,6035,CS,39081
150,142,0,Summer,170,433,6035,CS,39081
200,213,13,Summer,163,276,6035,CS,39081
300,299,0,Summer,141,572,6035,CS,39081
50,23,0,Summer,186,421,6035,CS,39081
100,76,0,Summer,130,296,6035,CS,39081
150,169,19,Summer,193,360,6035,CS,39081
200,165,0,Summer,137,451,6035,CS,39081
300,277,0,Summer,190,337,6035,CS,39081
50,29,0,Summer,135,567,6035,CS,39081
100,93,0,Summer,157,551,6035,CS,39081
150,167,17,Summer,142,603,6035,CS,39081
200,162,0,Summer,194,502,6035,CS,39081
300,287,0,Summer,176,658,6035,CS,39081
50,65,15,Summer,154,442,6035,CS,39081
100,86,0,Summer,100,279,6035,CS,39081
150,166,16,Summer,165,291,6035,CS,39081
200,192,0,Summer,184,520,6035,CS,39081
300,262,0,Summer,170,595,6035,CS,39081
50,48,0,Summer,115,699,6035,CS,39081
100,61,0,Summer,102,425,6035,CS,39081
150,124,0,Summer,149,499,6035,CS,39081
200,171,0,Summer,151,261,6035,CS,39081
300,286,0,Summer,170,304,6035,CS,39081
50,17,0,Summer,117,312,6035,CS,39081
100,119,19,Summer,157,504,6035,CS,39081
150,163,13,Summer,140,611,6035,CS,39081
200,164,0,Summer,101,391,6035,CS,39081
300,267,0,Summer,164,455,6035,CS,39081
50,55,5,Summer,177,537,6035,CS,39081
100,96,0,Summer,156,257,6035,CS,39081
150,152,2,Summer,110,521,6035,CS,39081
200,209,9,Summer,129,330,6035,CS,39081
300,269,0,Summer,193,533,6035,CS,39081
50,24,0,Summer,183,293,6035,CS,39081
100,120,20,Summer,102,485,6035,CS,39081
150,118,0,Summer,138,683,6035,CS,39081
200,205,5,Summer,187,261,6035,CS,39081
300,299,0,Summer,162,255,6035,CS,39081
50,50,0,Summer,120,438,6035,CS,39081
100,84,0,Summer,198,377,6035,CS,39081
150,115,0,Summer,127,420,6035,CS,39081
200,201,1,Summer,103,348,6035,CS,39081
300,312,12,Summer,194,375,6035,CS,39081
50,13,0,Summer,152,544,6035,CS,39081
100,71,0,Summer,182,621,6035,CS,39081
150,160,10,Summer,135,305,6035,CS,39081
200,210,10,Summer,132,396,6035,CS,39081
300,268,0,Summer,119,481,6035,CS,39081
50,64,14,Summer,106,548,6035,CS,39081
100,93,0,Summer,158,618,6035,CS,39081
150,163,13,Summer,151,436,6035,CS,39081
200,179,0,Summer,126,446,6035,CS,39081
300,273,0,Summer,102,592,6035,CS,39081
50,67,17,Summer,117,305,6035,CS,39081
100,94,0,Summer,187,567,6035,CS,39081
150,132,0,Summer,171,565,6035,CS,39081
200,176,0,Summer,162,633,6035,CS,39081
300,316,16,Summer,119,572,6035,CS,39081
50,29,0,Summer,145,405,6035,CS,39081
100,114,14,Summer,163,617,6035,CS,39081
150,121,0,Summer,197,672,6035,CS,39081
200,160,0,Summer,111,497,6035,CS,39081
300,263,0,Summer,183,458,6035,CS,39081
50,67,17,Summer,116,563,6035,CS,39081
100,87,0,Summer,129,587,6035,CS,39081
150,121,0,Summer,166,455,6035,CS,39081
200,190,0,Summer,155,531,6035,CS,39081
300,288,0,Summer,194,624,6035,CS,39081
50,49,0,Summer,108,326,6035,CS,39081
100,111,11,Summer,147,345,6035,CS,39081
150,125,0,Summer,160,635,6035,CS,39081
200,180,0,Summer,104,649,6035,CS,39081
300,270,0,Summer,158,618,6035,CS,39081
50,26,0,Summer,158,370,6035,CS,39081
100,70,0,Summer,149,679,6035,CS,39081
150,157,7,Summer,178,386,6035,CS,39081
200,206,6,Summer,129,295,6035,CS,39081
300,302,2,Summer,158,314,6035,CS,39081
50,51,1,Summer,145,427,6035,CS,39081
100,105,5,Summer,130,512,6035,CS,39081
150,157,7,Summer,186,577,6035,CS,39081
200,162,0,Summer,170,335,6035,CS,39081
300,280,0,Summer,141,680,6035,CS,39081
50,11,0,Summer,129,258,6035,CS,39081
100,101,1,Summer,117,688,6035,CS,39081
150,145,0,Summer,180,417,6035,CS,39081
200,163,0,Summer,177,514,6035,CS,39081
300,290,0,Summer,113,407,6035,CS,39081
50,15,0,Summer,126,489,6035,CS,39081
100,120,20,Summer,115,312,6035,CS,39081
150,139,0,Summer,184,572,6035,CS,39081
200,160,0,Summer,167,520,6035,CS,39081
300,303,3,Summer,121,551,6035,CS,39081
50,57,7,Summer,115,259,6035,CS,39081
100,84,0,Summer,154,493,6035,CS,39081
150,164,14,Summer,138,602,6035,CS,39081
200,217,17,Summer,184,348,6035,CS,39081
300,263,0,Summer,144,565,6035,CS,39081
50,66,16,Summer,170,369,6035,CS,39081
100,88,0,Summer,198,400,6035,CS,39081
150,157,7,Summer,139,411,6035,CS,39081
200,200,0,Summer,180,679,6035,CS,39081
300,277,0,Summer,141,470,6035,CS,39081
50,65,15,Summer,112,690,6035,CS,39081
100,83,0,Summer,126,488,6035,CS,39081
150,147,0,Summer,113,684,6035,CS,39081
200,207,7,Summer,105,336,6035,CS,39081
300,270,0,Summer,163,332,6035,CS,39081
50,62,12,Summer,189,481,6035,CS,39081
100,86,0,Summer,151,299,6035,CS,39081
150,141,0,Summer,127,677,6035,CS,39081
200,168,0,Summer,149,641,6035,CS,39081
300,315,15,Summer,109,430,6035,CS,39081
50,37,0,Summer,194,574,6035,CS,39081
100,90,0,Summer,129,317,6035,CS,39081
150,110,0,Summer,190,601,6035,CS,39081
200,187,0,Summer,169,603,6035,CS,39081
300,272,0,Summer,160,389,6035,CS,39081
50,70,20,Summer,146,641,6035,CS,39081
100,73,0,Summer,168,360,6035,CS,39081
150,110,0,Summer,106,516,6035,CS,39081
200,203,3,Summer,126,490,6035,CS,39081
300,315,15,Summer,132,579,6035,CS,39081
50,11,0,Summer,155,390,6035,CS,39081
100,94,0,Summer,112,395,6035,CS,39081
150,158,8,Summer,139,359,6035,CS,39081
200,202,2,Summer,185,602,6035,CS,39081
300,300,0,Summer,186,251,6035,CS,39081
50,40,0,Summer,121,675,6035,CS,39081
100,112,12,Summer,172,696,6035,CS,39081
150,134,0,Summer,172,593,6035,CS,39081
200,211,11,Summer,123,474,6035,CS,39081
300,285,0,Summer,164,452,6035,CS,39081
50,47,0,Summer,164,598,6035,CS,39081
100,61,0,Summer,166,666,6035,CS,39081
150,149,0,Summer,154,387,6035,CS,39081
200,184,0,Summer,167,609,6035,CS,39081
300,264,0,Summer,185,394,6035,CS,39081
50,21,0,Summer,149,312,6035,CS,39081
100,63,0,Summer,123,484,6035,CS,39081
150,156,6,Summer,190,458,6035,CS,39081
200,193,0,Summer,157,299,6035,CS,39081
300,282,0,Summer,198,327,6035,CS,39081
50,10,0,Summer,157,569,6035,CS,39081
100,104,4,Summer,193,466,6035,CS,39081
150,161,11,Summer,176,607,6035,CS,39081
200,207,7,Summer,161,535,6035,CS,39081
300,301,1,Summer,196,636,6035,CS,39081
50,32,0,Summer,161,313,6035,CS,39081
100,95,0,Summer,198,460,6035,CS,39081
150,132,0,Summer,138,312,6035,CS,39081
200,219,19,Summer,115,278,6035,CS,39081
300,314,14,Summer,196,390,6035,CS,39081
50,16,0,Summer,127,608,6035,CS,39081
100,80,0,Summer,121,299,6035,CS,39081
150,143,0,Summer,154,366,6035,CS,39081
200,170,0,Summer,183,374,6035,CS,39081
300,261,0,Summer,172,655,6035,CS,39081
50,12,0,Summer,112,625,6035,CS,39081
100,81,0,Summer,175,338,6035,CS,39081
150,151,1,Summer,154,364,6035,CS,39081
200,164,0,Summer,103,385,6035,CS,39081
300,292,0,Summer,121,662,6035,CS,39081
50,58,8,Summer,125,300,6035,CS,39081
100,65,0,Summer,141,680,6035,CS,39081
150,160,10,Summer,188,540,6035,CS,39081
200,192,0,Summer,185,508,6035,CS,39081
300,282,0,Summer,150,613,6035,CS,39081
50,19,0,Summer,131,435,6035,CS,39081
100,80,0,Summer,126,423,6035,CS,39081
150,154,4,Summer,199,369,6035,CS,39081
200,168,0,Summer,131,671,6035,CS,39081
300,304,4,Summer,145,282,6035,CS,39081
50,54,4,Summer,172,492,6035,CS,39081
100,110,10,Summer,193,565,6035,CS,39081
150,163,13,Summer,198,417,6035,CS,39081
200,165,0,Summer,170,545,6035,CS,39081
300,301,1,Summer,145,298,6035,CS,39081
50,59,9,Summer,102,568,6035,CS,39081
100,103,3,Summer,169,399,6035,CS,39081
150,119,0,Summer,124,664,6035,CS,39081
200,181,0,Summer,158,393,6035,CS,39081
300,291,0,Summer,102,384,6035,CS,39081
50,35,0,Summer,190,360,6035,CS,39081
100,105,5,Summer,177,360,6035,CS,39081
150,163,13,Summer,133,695,6035,CS,39081
200,217,17,Summer,177,499,6035,CS,39081
300,263,0,Summer,161,671,6035,CS,39081
50,15,0,Summer,109,602,6035,CS,39081
100,106,6,Summer,134,563,6035,CS,39081
150,116,0,Summer,161,383,6035,CS,39081
200,183,0,Summer,170,587,6035,CS,39081
300,300,0,Summer,102,543,6035,CS,39081
50,52,2,Summer,153,354,6035,CS,39081
